vid,cluster_head
0,25
10,23
11,23
12,23
14,26
15,46
16,46
18,23
19,46
20,25
22,23
23,23
24,46
25,25
26,26
27,23
28,25
29,23
3,23
30,23
31,46
32,23
33,33
34,25
35,25
36,23
37,25
38,23
39,25
4,23
40,23
41,23
42,23
43,46
44,23
45,23
46,46
5,26
7,46
8,23
9,23
