vid,cluster_head
0,39
10,22
11,22
12,39
14,22
15,22
16,22
17,22
18,22
19,22
20,22
22,22
23,3
24,22
25,25
26,39
27,22
28,22
29,22
3,3
30,22
31,22
32,22
33,39
34,25
35,39
36,22
37,22
38,22
39,39
4,22
5,22
7,22
8,8
9,22
