vid,cluster_head
0,21
1,29
10,31
11,25
12,31
14,29
15,31
16,31
17,31
18,21
19,21
2,21
20,21
21,21
22,25
23,21
24,21
25,25
26,21
27,32
28,29
29,29
3,21
30,21
31,31
32,32
4,29
5,21
7,21
8,21
9,25
