vid,cluster_head
0,15
1,5
10,15
11,16
12,15
14,15
15,15
16,16
17,15
18,15
19,15
2,15
20,15
21,26
22,26
23,16
24,15
25,25
26,26
3,26
4,5
5,5
6,5
7,15
8,5
9,25
