vid,cluster_head
0,5
1,29
10,17
11,17
12,20
14,5
15,17
16,17
17,17
18,17
19,17
2,20
20,20
21,20
22,17
23,33
24,20
25,17
26,33
27,17
28,29
29,29
3,33
30,17
31,17
32,17
33,33
4,29
5,5
7,17
8,33
9,17
