vid,cluster_head
0,5
10,25
11,25
12,3
14,5
15,25
16,25
17,25
18,25
19,25
20,5
22,25
23,3
24,5
25,25
26,3
27,25
28,4
29,4
3,3
30,25
31,25
32,25
33,3
34,25
35,3
36,25
37,5
38,25
4,4
5,5
7,25
8,8
9,25
