vid,cluster_head
0,24
1,5
10,15
11,15
12,15
14,24
15,15
16,23
17,15
18,15
19,24
2,24
20,15
21,5
22,23
23,23
24,24
3,15
4,8
5,5
6,8
7,24
8,8
9,15
