vid,cluster_head
0,5
10,26
11,34
12,3
14,5
15,26
16,34
17,34
18,26
19,26
20,5
21,3
22,34
23,3
24,5
25,34
26,26
27,26
28,26
29,35
3,3
30,26
31,26
32,26
33,26
34,34
35,35
36,26
4,26
5,5
7,26
8,3
9,34
