vid,cluster_head
0,24
1,21
10,15
11,15
12,15
14,24
15,15
16,23
17,15
18,15
19,24
2,15
20,15
21,21
22,23
23,23
24,24
3,15
4,5
5,5
6,5
7,24
8,5
9,15
