vid,cluster_head
0,1
1,1
10,30
11,21
12,31
14,29
15,31
16,31
17,31
18,30
19,1
2,1
20,21
21,21
22,1
23,21
24,1
25,31
26,21
27,1
28,29
29,29
3,21
30,30
31,31
4,29
5,1
7,1
8,21
9,31
