vid,cluster_head
0,20
1,21
10,15
11,15
12,20
14,15
15,15
16,15
17,15
18,15
19,15
2,20
20,20
21,21
22,15
23,15
3,20
4,8
5,5
6,8
7,15
8,8
9,15
