vid,cluster_head
0,20
1,1
10,30
11,21
12,20
14,28
15,1
16,21
17,1
18,30
19,1
2,1
20,20
21,21
22,1
23,21
24,1
25,1
26,21
27,1
28,28
3,20
30,30
4,28
5,1
6,28
7,1
8,1
9,1
