vid,cluster_head
0,2
1,8
10,2
11,2
12,2
14,27
15,2
16,2
17,2
18,2
19,2
2,2
20,2
21,5
22,2
23,2
24,24
25,2
26,5
27,27
3,2
4,8
5,5
6,5
7,2
8,8
9,2
