vid,cluster_head
0,2
1,8
10,11
11,11
12,2
14,28
15,11
16,11
17,25
18,11
19,2
2,2
20,11
21,8
22,11
23,11
24,2
25,25
26,8
27,2
28,28
3,8
4,28
5,8
6,28
7,2
8,8
9,25
