vid,cluster_head
0,0
1,33
10,0
11,0
12,20
14,0
15,0
16,0
17,0
18,0
19,0
2,20
20,20
21,8
22,0
23,8
24,0
25,0
26,33
27,0
28,0
29,33
3,8
30,0
31,0
32,0
33,33
4,33
5,5
7,0
8,8
9,0
