vid,cluster_head
0,0
1,29
10,0
11,0
12,0
14,0
15,0
16,0
17,0
18,0
19,0
2,0
20,0
21,8
22,0
23,8
24,0
25,0
26,33
27,32
28,29
29,29
3,8
30,0
31,0
32,32
33,33
4,29
5,0
7,0
8,8
9,0
