vid,cluster_head
0,35
10,12
11,12
12,12
14,12
15,12
16,12
17,12
18,12
19,12
20,25
22,12
23,23
24,12
25,25
26,25
27,12
28,35
29,35
3,23
30,12
31,12
32,12
33,33
34,33
35,35
36,12
37,12
38,12
39,25
4,35
40,12
41,12
42,12
43,12
44,23
5,12
7,12
8,12
9,12
