vid,cluster_head
0,26
10,17
11,34
12,3
14,26
15,17
16,17
17,17
18,17
19,17
20,26
21,3
22,34
23,3
24,17
25,34
26,26
27,17
28,17
29,35
3,3
30,17
31,17
32,17
33,26
34,34
35,35
36,17
4,17
5,26
7,17
8,3
9,34
