vid,cluster_head
0,3
10,25
11,34
12,8
14,25
15,25
16,34
17,34
18,25
19,25
20,25
22,34
23,3
24,25
25,25
26,3
27,25
28,4
29,4
3,3
30,25
31,25
32,25
33,3
34,34
35,3
36,25
37,25
38,25
4,4
5,25
7,25
8,8
9,34
