time,vid,cluster_head,distance_to_ch
28,1,NONE,402.4995488196229
28,10,10,0.0
28,11,NONE,324.29577178865594
28,12,NONE,357.8876049823463
28,13,NONE,420.4711601287298
28,14,14,0.0
28,2,NONE,266.36748769322435
28,3,NONE,401.8581341717497
28,4,7,152.08366940602133
28,5,5,0.0
28,6,5,200.0982581133579
28,7,7,0.0
28,8,5,53.870000000000005
28,9,9,0.0
29,0,14,134.98204028684705
29,1,NONE,402.5868260388062
29,10,10,0.0
29,11,NONE,305.47551145713794
29,12,NONE,374.96617674131625
29,13,NONE,425.48621152747126
29,14,14,0.0
29,2,NONE,282.4804278175747
29,3,NONE,403.30296316788946
29,4,7,167.84050792344493
29,5,5,0.0
29,6,5,200.1402011091225
29,7,7,0.0
29,8,5,49.05
