time,vid,speed,degree,avg_neighbor_dist,rel_speed_avg,keep_ratio,stable_label
42.0,8,13.0,2,57.72090835986924,1.505,1.0,1
42.0,9,11.37,3,85.28042477798748,2.866666666666667,0.6666666666666666,1
43.0,1,12.87,1,141.7561229718138,11.239999999999998,1.0,1
43.0,10,7.32,3,83.16667638221968,4.453333333333333,0.6666666666666666,1
43.0,11,4.72,1,97.94999999999999,6.6499999999999995,1.0,1
43.0,15,12.1,2,77.8833790288577,3.0349999999999993,1.0,1
43.0,16,11.37,1,97.94999999999999,6.6499999999999995,1.0,1
43.0,17,12.41,2,90.6459950051734,3.3449999999999998,1.0,1
43.0,19,10.12,1,51.74,1.3200000000000003,1.0,1
43.0,2,13.61,2,64.33881080213584,6.25,0.5,1
43.0,20,1.42,2,40.92744335529164,12.344999999999999,1.0,1
43.0,21,1.63,3,135.2520409906046,10.433333333333334,1.0,1
43.0,3,13.92,2,44.691367446844176,6.405,0.5,1
43.0,5,10.93,3,85.95009043445981,4.6833333333333345,0.6666666666666666,1
43.0,6,14.22,2,95.89459110871806,2.5600000000000005,0.5,1
43.0,7,11.44,1,51.74,1.3200000000000003,1.0,1
43.0,8,12.39,3,87.32630363801889,4.6833333333333345,1.0,1
43.0,9,10.81,3,83.15508703309682,2.1266666666666665,0.6666666666666666,1
44.0,1,12.61,1,125.89067677949788,9.34,1.0,1
44.0,10,9.59,3,81.83696233678401,2.2600000000000002,0.6666666666666666,1
44.0,11,6.12,1,104.03000000000003,6.079999999999999,1.0,1
44.0,15,11.96,3,92.37866900957671,1.3933333333333333,1.0,1
44.0,16,12.2,1,104.03000000000003,6.079999999999999,1.0,1
44.0,17,12.7,3,99.49589568605204,1.8866666666666656,1.0,1
44.0,19,11.51,1,52.09,0.35999999999999943,1.0,1
44.0,2,13.86,2,81.02681673140071,5.52,0.0,0
44.0,20,3.08,2,53.54165604196239,10.91,0.5,1
44.0,21,3.27,3,124.34355892649928,8.733333333333334,1.0,1
44.0,3,14.12,2,59.79516068943839,5.6499999999999995,0.5,1
44.0,5,11.5,3,84.98335972425619,3.8433333333333337,0.6666666666666666,1
44.0,6,14.4,2,100.60471380280026,2.7,0.5,1
44.0,7,11.87,1,52.09,0.35999999999999943,1.0,1
44.0,8,11.9,3,85.54644947761066,3.8433333333333337,1.0,1
44.0,9,10.89,3,81.79418901325931,1.3933333333333333,0.6666666666666666,1
45.0,0,13.87,1,133.98064337806417,0.3999999999999986,1.0,1
45.0,1,11.83,1,109.06695374860347,6.83,1.0,1
45.0,10,11.38,3,86.543781148333,0.5166666666666663,0.6666666666666666,1
45.0,11,7.45,1,107.96000000000004,3.9300000000000006,1.0,1
45.0,15,12.14,3,81.42424699174673,0.7033333333333337,1.0,1
45.0,16,11.38,1,107.96000000000004,3.9300000000000006,1.0,1
45.0,17,11.86,3,84.03394737714892,0.5166666666666663,1.0,1
45.0,19,13.88,1,50.330000000000005,1.7700000000000014,1.0,1
45.0,2,13.47,3,109.71381240425814,3.133333333333333,0.3333333333333333,0
45.0,20,4.83,2,65.13821031580345,8.82,0.5,1
45.0,21,5.0,3,114.10898458286782,6.903333333333333,1.0,1
45.0,3,13.83,2,73.75218660155173,4.68,0.5,1
45.0,5,11.46,3,85.24261425136179,3.443333333333333,0.6666666666666666,1
45.0,6,14.37,2,108.6461243298549,2.429999999999999,0.0,0
45.0,7,12.11,1,50.330000000000005,1.7700000000000014,1.0,1
45.0,8,12.42,3,85.38146863520814,3.443333333333333,0.6666666666666666,1
45.0,9,11.07,3,81.6134815337352,0.7233333333333333,0.6666666666666666,1
46.0,0,14.67,1,114.54980139659783,0.8100000000000005,1.0,1
46.0,1,11.83,1,90.48660066551288,5.0600000000000005,1.0,1
46.0,10,13.62,3,103.51802171638884,1.4199999999999993,0.6666666666666666,1
46.0,11,9.05,1,110.15000000000003,2.1999999999999993,1.0,1
46.0,15,12.86,3,80.74467987446334,1.0199999999999996,0.6666666666666666,1
46.0,16,11.25,1,110.15000000000003,2.1999999999999993,1.0,1
46.0,17,13.02,3,80.77913720655685,1.0199999999999996,1.0,1
46.0,19,15.18,1,47.31999999999999,3.01,1.0,1
46.0,2,13.86,3,114.80703685954283,3.053333333333334,0.3333333333333333,0
46.0,20,6.21,2,76.78032098072157,8.0,0.5,1
46.0,21,6.77,3,104.3888668885043,5.206666666666668,1.0,1
46.0,3,14.56,2,87.81533361029375,4.525000000000001,0.5,1
46.0,5,11.22,3,86.53406897319765,3.063333333333334,0.6666666666666666,1
46.0,6,14.3,2,119.26804839839735,2.25,0.0,0
46.0,7,12.17,1,47.31999999999999,3.01,1.0,1
46.0,8,12.88,3,86.53796329240059,3.063333333333334,0.6666666666666666,1
46.0,9,10.72,3,94.1858123818157,2.4466666666666654,0.3333333333333333,0
47.0,0,14.33,1,96.42631228041445,1.42,1.0,1
47.0,1,12.48,1,69.27394892742872,3.7300000000000004,1.0,1
47.0,10,15.14,2,94.05435638133234,4.540000000000001,1.0,1
47.0,11,11.11,1,110.15,0.009999999999999787,1.0,1
47.0,15,8.36,3,82.38304148178288,4.636666666666668,0.6666666666666666,1
47.0,16,11.1,1,110.15,0.009999999999999787,1.0,1
47.0,17,12.84,3,82.39224243939383,2.8700000000000006,0.6666666666666666,1
47.0,19,15.45,1,43.33,3.9899999999999984,1.0,1
47.0,2,12.91,3,119.9806483915839,2.64,0.3333333333333333,0
47.0,20,7.96,2,87.31805381224031,5.7250000000000005,0.5,1
47.0,21,8.75,3,95.2113163091429,3.35,1.0,1
47.0,3,14.46,2,100.58976263492835,4.025,0.5,1
47.0,4,13.89,1,147.91461861492934,0.5800000000000001,1.0,1
47.0,5,11.34,3,89.17028209454816,1.9000000000000004,0.6666666666666666,1
47.0,6,13.31,3,136.9790240607566,1.126666666666667,0.3333333333333333,0
47.0,7,11.46,1,43.33,3.9899999999999984,1.0,1
47.0,8,12.48,3,89.19720242789866,1.9000000000000004,0.6666666666666666,1
47.0,9,11.01,2,80.35815781774872,2.24,0.0,0
48.0,0,14.02,1,79.06949158809613,1.2300000000000004,1.0,1
48.0,1,12.63,2,93.15901889315636,2.0100000000000007,1.0,1
48.0,10,14.87,2,104.62349317025587,6.72,0.5,1
48.0,11,13.38,1,108.85,1.3000000000000007,1.0,1
48.0,14,12.77,1,37.71947640145612,12.77,1.0,1
48.0,15,3.86,3,85.48590855542999,8.823333333333332,0.6666666666666666,1
48.0,16,12.08,1,108.85,1.3000000000000007,1.0,1
48.0,17,12.44,3,85.48898487710433,4.236666666666666,0.3333333333333333,0
48.0,19,16.08,1,39.41999999999999,3.9099999999999984,1.0,1
48.0,2,12.79,2,106.36097436487196,2.1499999999999995,0.5,1
48.0,20,9.72,2,96.9862285708239,3.6099999999999985,0.5,1
48.0,21,10.74,3,86.97051903364321,1.256666666666667,1.0,1
48.0,22,8.3,1,146.98483765341234,3.950000000000001,1.0,1
48.0,23,4.35,1,146.98483765341234,3.950000000000001,1.0,1
48.0,24,0.0,1,37.71947640145612,12.77,1.0,1
48.0,3,13.87,1,60.31999999999999,4.149999999999999,1.0,1
48.0,4,14.12,1,119.40288773727377,0.28000000000000114,1.0,1
48.0,5,10.5,3,86.94549356179432,1.4166666666666672,1.0,1
48.0,6,14.4,2,125.62545106631867,1.1500000000000004,0.5,1
48.0,7,12.17,1,39.41999999999999,3.9099999999999984,1.0,1
48.0,8,12.38,3,92.76600479845452,1.846666666666667,0.6666666666666666,1
48.0,9,10.74,2,95.36810765276735,4.29,0.0,0
49.0,0,10.14,1,63.07227124497738,3.2699999999999996,1.0,1
49.0,1,12.53,3,93.47138580706574,0.9366666666666662,1.0,1
49.0,10,14.64,2,114.34292814263029,7.175000000000001,0.5,1
49.0,11,13.81,1,106.09,2.76,1.0,1
49.0,14,12.92,1,50.65384980433375,11.17,1.0,1
49.0,15,2.9,3,89.32641074211847,9.743333333333332,0.6666666666666666,1
49.0,16,11.05,1,106.09,2.76,1.0,1
49.0,17,12.03,3,89.33723977691199,4.17,0.3333333333333333,0
49.0,19,15.11,1,35.42,3.99,1.0,1
49.0,2,13.41,1,63.07227124497738,3.2699999999999996,1.0,1
49.0,20,11.14,1,63.210000000000036,2.889999999999999,1.0,1
49.0,21,12.48,3,79.56482731807601,0.9033333333333337,1.0,1
49.0,22,9.99,1,130.3992699366067,3.3900000000000006,1.0,1
49.0,23,6.6,1,130.3992699366067,3.3900000000000006,1.0,1
49.0,24,1.75,1,50.65384980433375,11.17,1.0,1
49.0,3,14.03,1,63.210000000000036,2.889999999999999,1.0,1
49.0,4,13.72,1,91.81578077868745,0.16000000000000014,1.0,1
49.0,5,10.29,3,79.49785422842375,2.0500000000000007,1.0,1
49.0,6,13.88,2,119.23807005638122,1.0150000000000006,0.5,1
49.0,7,11.12,1,35.42,3.99,1.0,1
49.0,8,12.01,4,108.41161802894322,1.1450000000000005,0.75,1
49.0,9,11.26,2,111.50743522652681,4.5649999999999995,0.0,0
50.0,0,6.71,1,48.96865630176102,6.069999999999999,1.0,1
50.0,1,12.82,3,72.53450879165254,1.2800000000000005,1.0,1
50.0,10,14.16,2,121.21500000000003,6.42,0.5,1
50.0,11,13.58,1,99.4,6.69,1.0,1
50.0,14,13.23,1,64.45653807023773,9.26,1.0,1
50.0,15,3.21,3,94.56832362984368,9.456666666666665,0.6666666666666666,1
50.0,16,6.89,1,99.4,6.69,1.0,1
50.0,17,12.27,3,94.57160043299434,3.883333333333333,0.3333333333333333,0
50.0,19,15.79,1,31.169999999999987,4.25,1.0,1
50.0,2,12.78,1,48.96865630176102,6.069999999999999,1.0,1
50.0,20,12.85,1,65.36000000000001,2.1500000000000004,1.0,1
50.0,21,12.76,3,75.6752143152171,1.2400000000000002,1.0,1
50.0,22,12.26,1,109.40680783205404,3.5299999999999994,1.0,1
50.0,23,8.73,1,109.40680783205404,3.5299999999999994,1.0,1
50.0,24,3.97,1,64.45653807023773,9.26,1.0,1
50.0,25,0.0,1,64.67144346618528,11.57,1.0,1
50.0,3,15.0,1,65.36000000000001,2.1500000000000004,1.0,1
50.0,4,14.07,1,63.42078208284723,0.28999999999999915,1.0,1
50.0,5,10.52,3,72.19478469016146,1.786666666666667,1.0,1
